Imatest,24.2.6, Master, SFR
File,cup_55.0 mm_6400ISO_-1EV_Dist1_ON_Defocus2.tiff
Run date,12-May-2025 16:18:49,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+55/Results

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0032,   26.10, 0.8986, 0.7743, 0.9359, 0.9009, 0.8986
0.0065,   52.21, 0.6896, 0.6720, 0.6942, 0.7050, 0.6896
0.0097,   78.31, 0.3672, 0.3237, 0.3686, 0.4858, 0.3672
0.0130,  104.42, 0.1254, 0.1140, 0.1268, 0.2205, 0.1254
0.0162,  130.52, 0.0315, 0.0684, 0.0305, 0.0372, 0.0315
0.0195,  156.63, 0.0997, 0.1371, 0.0975, 0.0550, 0.0997
0.0227,  182.73, 0.0740, 0.0792, 0.0880, 0.0771, 0.0740
0.0260,  208.84, 0.0429, 0.0876, 0.0368, 0.0406, 0.0429
0.0292,  234.94, 0.0122, 0.0985, 0.0256, 0.1439, 0.0122
0.0325,  261.05, 0.0260, 0.1492, 0.0225, 0.1403, 0.0260
0.0357,  287.15, 0.0492, 0.1862, 0.0747, 0.1398, 0.0492
0.0390,  313.25, 0.0318, 0.1691, 0.0521, 0.1469, 0.0318
0.0422,  339.36, 0.0817, 0.2757, 0.0490, 0.0568, 0.0817
0.0455,  365.46, 0.1359, 0.4424, 0.0701, 0.1221, 0.1359
0.0487,  391.57, 0.1376, 0.4070, 0.0860, 0.1866, 0.1376
0.0519,  417.67, 0.0973, 0.2264, 0.1249, 0.2494, 0.0973
0.0552,  443.78, 0.0628, 0.4649, 0.1603, 0.2554, 0.0628
0.0584,  469.88, 0.0472, 0.4816, 0.1513, 0.1489, 0.0472
0.0617,  495.99, 0.1463, 0.1172, 0.1978, 0.0866, 0.1463
0.0649,  522.09, 0.2674, 0.2530, 0.3244, 0.1524, 0.2674
0.0682,  548.20, 0.2397, 0.2636, 0.3113, 0.2674, 0.2397
0.0714,  574.30, 0.1836, 0.3465, 0.3190, 0.2852, 0.1836
0.0747,  600.40, 0.1471, 0.5151, 0.3098, 0.1505, 0.1471
0.0779,  626.51, 0.1381, 0.2786, 0.2224, 0.2288, 0.1381
0.0812,  652.61, 0.2282, 0.2430, 0.3154, 0.0932, 0.2282
0.0844,  678.72, 0.2271, 0.1581, 0.3656, 0.1324, 0.2271
0.0877,  704.82, 0.0982, 0.2210, 0.2138, 0.2935, 0.0982
